locusName	Pfam	Panther	ec	KO	GO	arabi-defline
Phvul.002G320900	PF03152	PTHR12555,PTHR12555:SF17		K14016	GO:0006511	ubiquitin fusion degradation 1
Phvul.002G148800						
Phvul.002G329600						
Phvul.002G287300		PTHR35472				
Phvul.002G317500	PF08969,PF01398	PTHR12947,PTHR12947:SF10	3.4.25.1	K11866	GO:0005515	associated molecule with the SH3 domain of STAM 1
Phvul.002G049000	PF14226,PF03171	PTHR10209,PTHR10209:SF90	1.14.11.13	K04125	GO:0055114,GO:0016491	gibberellin 2-oxidase 8
Phvul.002G217700	PF14111	PTHR24012,PTHR24012:SF419				
Phvul.002G017500	PF13578	PTHR10509,PTHR10509:SF23	2.1.1.104	K00588	GO:0008171	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Phvul.002G025800	PF00544	PTHR31683,PTHR31683:SF8	4.2.2.2	K01728		Pectin lyase-like superfamily protein
Phvul.002G212300	PF00226	PTHR24078,PTHR24078:SF316				Chaperone DnaJ-domain superfamily protein
Phvul.002G102100	PF01145	PTHR15351,PTHR15351:SF3				SPFH/Band 7/PHB domain-containing membrane-associated protein family
Phvul.002G102100	PF01145	PTHR15351,PTHR15351:SF3				SPFH/Band 7/PHB domain-containing membrane-associated protein family
Phvul.002G293300	PF00400	PTHR22844,PTHR22844:SF185			GO:0005515	Transducin/WD40 repeat-like superfamily protein
Phvul.002G303800	PF00288,PF08544,PF10509	PTHR10457,PTHR10457:SF11	2.7.1.44	K18677	GO:0005524	galacturonic acid kinase
Phvul.002G303800	PF00288,PF10509	PTHR10457,PTHR10457:SF11	2.7.1.44		GO:0005524	galacturonic acid kinase
Phvul.002G140700		PTHR34197,PTHR34197:SF2				
Phvul.002G130300	PF00931	PTHR23155,PTHR23155:SF505			GO:0043531	NB-ARC domain-containing disease resistance protein
Phvul.002G019200			3.6.4.13	K03257		
Phvul.002G277900	PF13602,PF08240	PTHR11695,PTHR11695:SF555	1.2.1.76		GO:0055114,GO:0016491,GO:0008270	GroES-like zinc-binding alcohol dehydrogenase family protein
Phvul.002G326000	PF03168	PTHR31852,PTHR31852:SF44				
Phvul.002G063300	PF04758	PTHR12650		K02983	GO:0006412,GO:0005840,GO:0005622,GO:0003735	Ribosomal protein S30 family protein
Phvul.002G061500	PF13738	PTHR23023,PTHR23023:SF94				Flavin-binding monooxygenase family protein
Phvul.002G008800	PF00249	PTHR10641,PTHR10641:SF654		K09422		myb domain protein 84
Phvul.002G005300	PF03372	PTHR11200,PTHR11200:SF107	3.1.3.56			myo-inositol polyphosphate 5-phosphatase 2
Phvul.002G005300	PF03372	PTHR11200,PTHR11200:SF107	3.1.3.56			myo-inositol polyphosphate 5-phosphatase 2
Phvul.002G134900	PF01764	PTHR21493,PTHR21493:SF2			GO:0006629	Mono-/di-acylglycerol lipase, N-terminal;Lipase, class 3
Phvul.002G014800	PF00067	PTHR24298,PTHR24298:SF61	1.14.13.89		GO:0055114,GO:0020037,GO:0016705,GO:0005506	cytochrome P450, family 81, subfamily D, polypeptide 8
Phvul.002G144300	PF03388	PTHR32401,PTHR32401:SF5			GO:0016020	Concanavalin A-like lectin protein kinase family protein
Phvul.002G269900	PF00249					Duplicated homeodomain-like superfamily protein
Phvul.002G202800	PF12854,PF13041,PF01535	PTHR24015,PTHR24015:SF433				mitochondrial editing factor 9
Phvul.002G068500	PF01612	PTHR13620,PTHR13620:SF7	3.6.4.12		GO:0008408,GO:0006139,GO:0003676	Polynucleotidyl transferase, ribonuclease H-like superfamily protein
Phvul.002G255600	PF13266	PTHR31132,PTHR31132:SF6	1.14.11.33			
Phvul.002G082200	PF13912	PTHR26374,PTHR26374:SF175				C2H2-like zinc finger protein
Phvul.002G321800	PF00646,PF13426,PF07646,PF13415,PF13418	PTHR23244,PTHR23244:SF263		K12116	GO:0005515,GO:0042752	flavin-binding, kelch repeat, f box 1
Phvul.002G176700	PF09588			K18173		Restriction endonuclease, type II-like superfamily protein
Phvul.002G176700	PF09588			K18173		Restriction endonuclease, type II-like superfamily protein
Phvul.002G292800	PF00070	PTHR22912,PTHR22912:SF97	1.6.5.4	K08232	GO:0055114,GO:0016491	monodehydroascorbate reductase 6
Phvul.002G292800	PF00070	PTHR22912,PTHR22912:SF97	1.6.5.4	K08232	GO:0055114,GO:0016491	monodehydroascorbate reductase 6
Phvul.002G193800	PF02492	PTHR31715		K03189	GO:0016151,GO:0006807,GO:0003924	urease accessory protein G
Phvul.002G029300	PF00076,PF12220	PTHR13952		K11093	GO:0003676	U1 small nuclear ribonucleoprotein-70K
Phvul.002G021500	PF08766,PF02201	PTHR13844,PTHR13844:SF4		K15223	GO:0005515	SWIB complex BAF60b domain-containing protein
Phvul.002G021500	PF08766,PF02201	PTHR13844,PTHR13844:SF4		K15223	GO:0005515	SWIB complex BAF60b domain-containing protein
Phvul.002G062400	PF00635	PTHR10809,PTHR10809:SF50			GO:0005789	plant VAP homolog 12
Phvul.002G139200	PF01293	PTHR30031,PTHR30031:SF4	4.1.1.49,4.1.1.32	K01610	GO:0006094,GO:0005524,GO:0004612	phosphoenolpyruvate carboxykinase 1
Phvul.002G277100	PF05653	PTHR12570,PTHR12570:SF25			GO:0016021,GO:0015693,GO:0015095	Protein of unknown function (DUF803)
Phvul.002G314600	PF00403	PTHR22814,PTHR22814:SF104			GO:0046872,GO:0030001	Heavy metal transport/detoxification superfamily protein 
Phvul.002G114400	PF13193,PF00501	PTHR24095,PTHR24095:SF119	6.2.1.1,6.2.1.2		GO:0008152,GO:0003824	acyl activating enzyme 1
Phvul.002G025600	PF02458	PTHR31642,PTHR31642:SF11	2.3.1.99	K13065	GO:0016747	hydroxycinnamoyl-CoA shikimate/quinate hydroxycinnamoyl transferase
Phvul.002G302200	PF00432	PTHR11764,PTHR11764:SF19	5.4.99.41	K01853	GO:0003824	cycloartenol synthase 1
Phvul.002G121100	PF06419	PTHR21506			GO:0017119,GO:0006891	
Phvul.002G142700		PTHR14000,PTHR14000:SF8				Homeodomain-like superfamily protein
Phvul.002G142700		PTHR14000,PTHR14000:SF8				Homeodomain-like superfamily protein
Phvul.002G085700	PF02365	PTHR31719,PTHR31719:SF38			GO:0006355,GO:0003677	NAC (No Apical Meristem) domain transcriptional regulator superfamily protein
Phvul.002G181100	PF13499	PTHR10891,PTHR10891:SF605		K13448		Calcium-binding EF-hand family protein
Phvul.002G281000	PF00923	PTHR10683,PTHR10683:SF6	2.2.1.2	K00616	GO:0005975	Aldolase-type TIM barrel family protein
Phvul.002G249500	PF00069	PTHR27006,PTHR27006:SF29	2.7.11.1		GO:0006468,GO:0005524,GO:0004672	Protein kinase superfamily protein
Phvul.002G311200	PF06955,PF00722	PTHR31062,PTHR31062:SF55	2.4.1.207	K08235	GO:0048046,GO:0016762,GO:0006073,GO:0005618,GO:0005975,GO:0004553	xyloglucan endotransglucosylase/hydrolase 26
Phvul.002G253900	PF04873	PTHR33305,PTHR33305:SF10		K14514		Ethylene insensitive 3 family protein
Phvul.002G033600	PF01569	PTHR11247,PTHR11247:SF25	3.1.3.4	K07252		Phosphatidic acid phosphatase (PAP2) family protein
Phvul.002G068232						
Phvul.002G068232						
Phvul.002G068232						
Phvul.002G279800		PTHR38390				
Phvul.002G073500	PF00069	PTHR27001,PTHR27001:SF150	2.7.11.1	K04733	GO:0006468,GO:0005524,GO:0004672	Protein kinase superfamily protein
Phvul.002G283200	PF06217	PTHR31421,PTHR31421:SF3				basic pentacysteine 4
Phvul.002G283200	PF06217	PTHR31421,PTHR31421:SF3				basic pentacysteine 4
Phvul.002G091800	PF02934	PTHR11659,PTHR11659:SF0		K02434	GO:0016874,GO:0016884	GLU-ADT subunit B
Phvul.002G106700	PF13685	PTHR21090,PTHR21090:SF13	4.2.3.4	K01735		3-dehydroquinate synthase, putative
Phvul.002G213600	PF00013	PTHR10288,PTHR10288:SF173		K13162	GO:0003723	RNA-binding KH domain-containing protein
Phvul.002G213600	PF00013	PTHR10288,PTHR10288:SF173		K13162	GO:0003723	RNA-binding KH domain-containing protein
Phvul.002G326500	PF04577	PTHR20961,PTHR20961:SF5	2.4.1.255		GO:0016757	Glycosyltransferase family 61 protein
Phvul.002G253400	PF13561	PTHR24322,PTHR24322:SF552	1.1.1.330	K10251		beta-ketoacyl reductase 2
Phvul.002G238700	PF14009	PTHR33052,PTHR33052:SF3				
Phvul.002G199600	PF08031,PF01565	PTHR32448	1.3.3.8		GO:0055114,GO:0050660,GO:0016491	FAD-binding Berberine family protein
Phvul.002G287600	PF00575	PTHR23270,PTHR23270:SF7			GO:0003676	Nucleic acid-binding, OB-fold-like protein
Phvul.002G287600	PF00575	PTHR23270,PTHR23270:SF7			GO:0003676	Nucleic acid-binding, OB-fold-like protein
Phvul.002G100300	PF01535,PF13041	PTHR24015,PTHR24015:SF739				Pentatricopeptide repeat (PPR) superfamily protein
Phvul.002G100300	PF01535,PF13041	PTHR24015,PTHR24015:SF739				Pentatricopeptide repeat (PPR) superfamily protein
Phvul.002G177100	PF00249,PF00072	PTHR26402,PTHR26402:SF608		K14491	GO:0000160	response regulator 11
Phvul.002G303500		PTHR35510				
Phvul.002G031400	PF05804,PF04564	PTHR22849,PTHR22849:SF40	6.3.2.19		GO:0016567,GO:0004842	ARM repeat superfamily protein
Phvul.002G031400	PF05804,PF04564	PTHR22849,PTHR22849:SF40	6.3.2.19		GO:0016567,GO:0004842	ARM repeat superfamily protein
Phvul.002G031400	PF05804,PF04564	PTHR22849,PTHR22849:SF40	6.3.2.19		GO:0016567,GO:0004842	ARM repeat superfamily protein
Phvul.002G031400	PF05804,PF04564	PTHR22849,PTHR22849:SF40	6.3.2.19		GO:0016567,GO:0004842	ARM repeat superfamily protein
Phvul.002G211200		PTHR36066,PTHR36066:SF2				sequence-specific DNA binding transcription factors;transcription regulators
Phvul.002G116550	PF04420	PTHR11760,PTHR11760:SF21			GO:0071816	
Phvul.002G116550	PF04420	PTHR11760,PTHR11760:SF21			GO:0071816	
Phvul.002G125700						
Phvul.002G012100	PF10343	PTHR21314,PTHR21314:SF0				
Phvul.002G288500	PF02798	PTHR11260,PTHR11260:SF220	2.5.1.18	K00799	GO:0005515	glutathione S-transferase THETA 2
Phvul.002G112300	PF00179	PTHR24067,PTHR24067:SF155	6.3.2.19	K10688		ubiquitin-conjugating enzyme 16
Phvul.002G156800	PF12710,PF00403,PF00122	PTHR24093,PTHR24093:SF315	3.6.3.4	K17686	GO:0046872,GO:0030001,GO:0000166	heavy metal atpase 5
Phvul.002G122000	PF03407	PTHR10994,PTHR10994:SF69				xyloglucanase 113
Phvul.002G009400		PTHR21477,PTHR21477:SF14				Carbohydrate-binding protein
Phvul.002G009400		PTHR21477,PTHR21477:SF14				Carbohydrate-binding protein
Phvul.002G162200	PF01535,PF13041	PTHR24015,PTHR24015:SF378				Pentatricopeptide repeat (PPR) superfamily protein
Phvul.002G220200	PF12398,PF11883,PF08276,PF01453,PF00954,PF07714	PTHR27002,PTHR27002:SF93	2.7.11.1		GO:0004674,GO:0048544,GO:0006468,GO:0004672	receptor kinase 3
Phvul.002G129400	PF08241	PTHR10108,PTHR10108:SF844	2.1.1.41		GO:0008168,GO:0008152	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Phvul.002G040900	PF00249	PTHR10641,PTHR10641:SF671		K09422		myb domain protein 9
Phvul.002G167500	PF01938,PF00919,PF04055	PTHR11918,PTHR11918:SF43	2.8.4.3		GO:0051539,GO:0009451,GO:0003824,GO:0051536	Methylthiotransferase
Phvul.002G018200	PF05498	PTHR33136,PTHR33136:SF7				ralf-like 34
Phvul.002G181150						
Phvul.002G223400	PF00070	PTHR22912	1.6.5.9	K17871	GO:0055114,GO:0016491	alternative NAD(P)H dehydrogenase 2
Phvul.002G169400	PF00856,PF09273	PTHR13271,PTHR13271:SF29	2.1.1.127	K00592	GO:0005515	Rubisco methyltransferase family protein
Phvul.002G200300	PF08031,PF01565	PTHR32448	1.3.3.8		GO:0055114,GO:0050660,GO:0016491	FAD-binding Berberine family protein
Phvul.002G295700	PF00847	PTHR31194,PTHR31194:SF16			GO:0006355,GO:0003700	cytokinin response factor 2
Phvul.002G127500		PTHR35989,PTHR35989:SF1				
Phvul.002G127500		PTHR35989,PTHR35989:SF1				
Phvul.002G138300		PTHR37387,PTHR37387:SF1				
Phvul.002G138300		PTHR37387,PTHR37387:SF1				
Phvul.002G255500	PF00005,PF06472	PTHR11384,PTHR11384:SF30	3.6.3.47		GO:0016887,GO:0005524,GO:0055085,GO:0042626,GO:0016021,GO:0006810	peroxisomal ABC transporter 1
Phvul.002G255500	PF00005,PF06472	PTHR11384,PTHR11384:SF30	3.6.3.47		GO:0016887,GO:0005524,GO:0055085,GO:0042626,GO:0016021,GO:0006810	peroxisomal ABC transporter 1
Phvul.002G229300	PF05678	PTHR33402,PTHR33402:SF5				VQ motif-containing protein
Phvul.002G064300	PF14416,PF13839	PTHR32285,PTHR32285:SF4				Plant protein of unknown function (DUF828)
Phvul.002G043300	PF01535,PF13812,PF12854,PF13041	PTHR24015,PTHR24015:SF736				Pentatricopeptide repeat (PPR) superfamily protein
Phvul.002G090500	PF00453	PTHR10986		K02887	GO:0019843,GO:0006412,GO:0005840,GO:0005622,GO:0003735	ribosomal protein L20
Phvul.002G101800	PF07731,PF00394,PF07732	PTHR11709,PTHR11709:SF27	1.10.3.3		GO:0055114,GO:0016491,GO:0005507	SKU5  similar 12
Phvul.002G265500	PF00025	PTHR24073,PTHR24073:SF462		K07897	GO:0005525	RAB GTPase homolog G3A
Phvul.002G048200	PF00046,PF01852	PTHR24326,PTHR24326:SF294		K09338	GO:0003677,GO:0008289	protodermal factor 2
Phvul.002G048200	PF00046,PF01852	PTHR24326,PTHR24326:SF294		K09338	GO:0003677,GO:0008289	protodermal factor 2
Phvul.002G040800	PF00675,PF05193	PTHR11851,PTHR11851:SF152	3.4.21.102			Insulinase (Peptidase family M16) family protein
Phvul.002G027400	PF03134	PTHR12300,PTHR12300:SF47		K17279		HVA22-like protein K
Phvul.002G254900	PF01477	PTHR31718,PTHR31718:SF0			GO:0005515	Lipase/lipooxygenase, PLAT/LH2 family protein
Phvul.002G110100		PTHR33400,PTHR33400:SF2				Zinc finger C-x8-C-x5-C-x3-H type family protein
Phvul.002G272100	PF14531	PTHR24361,PTHR24361:SF310	2.7.11.25			mitogen-activated protein kinase kinase kinase 3
Phvul.002G272100	PF14531	PTHR24361,PTHR24361:SF310	2.7.11.25			mitogen-activated protein kinase kinase kinase 3
Phvul.002G144032	PF03388	PTHR32401,PTHR32401:SF5			GO:0016020	Concanavalin A-like lectin protein kinase family protein
Phvul.002G044500	PF14432,PF13041,PF01535	PTHR24015,PTHR24015:SF581				Pentatricopeptide repeat (PPR) superfamily protein
Phvul.002G175300	PF00070	PTHR22912	1.6.5.9	K17871	GO:0055114,GO:0016491	alternative  NAD(P)H dehydrogenase 1
Phvul.002G187700	PF00067	PTHR24298,PTHR24298:SF61	1.14.13.89		GO:0055114,GO:0020037,GO:0016705,GO:0005506	cytochrome P450, family 81, subfamily D, polypeptide 8
Phvul.002G011600	PF02984,PF00134	PTHR10177,PTHR10177:SF255		K18811	GO:0005634	cyclin d5;1
Phvul.002G011600	PF00134	PTHR10177,PTHR10177:SF255				cyclin d5;1
Phvul.002G082400	PF07106	PTHR15938		K06695		Arabidopsis Hop2 homolog
Phvul.002G031900	PF01263	PTHR11122,PTHR11122:SF12	5.1.3.15	K01792	GO:0016853,GO:0005975	Galactose mutarotase-like superfamily protein
Phvul.002G136200	PF06955,PF00722	PTHR31062,PTHR31062:SF16	2.4.1.207	K08235	GO:0048046,GO:0016762,GO:0006073,GO:0005618,GO:0005975,GO:0004553	xyloglucan endotransglucosylase/hydrolase 30
Phvul.002G005400	PF00141	PTHR31388,PTHR31388:SF47	1.11.1.7	K00430	GO:0055114,GO:0020037,GO:0006979,GO:0004601	Peroxidase superfamily protein
Phvul.002G005400	PF00141	PTHR31388,PTHR31388:SF47	1.11.1.7		GO:0055114,GO:0020037,GO:0006979,GO:0004601	Peroxidase superfamily protein
Phvul.002G228500	PF07724,PF02933,PF00004	PTHR23078	3.6.4.6	K06027	GO:0005524	AAA-type ATPase family protein
Phvul.002G157200	PF00578	PTHR11592,PTHR11592:SF27	1.11.1.9	K00432	GO:0055114,GO:0016491,GO:0016209,GO:0006979,GO:0004602	glutathione peroxidase 8
Phvul.002G084500	PF00445	PTHR11240,PTHR11240:SF19	3.1.27.1	K01166	GO:0033897,GO:0003723	Ribonuclease T2 family protein
Phvul.002G321200	PF03177,PF08801	PTHR10350,PTHR10350:SF6		K14312	GO:0017056,GO:0006913,GO:0005643	nucleoporin 155
Phvul.002G123700	PF05687,PF01373	PTHR31352,PTHR31352:SF8	3.2.1.2		GO:0016161,GO:0000272	beta-amylase 2
Phvul.002G123700	PF05687,PF01373	PTHR31352,PTHR31352:SF8	3.2.1.2		GO:0016161,GO:0000272	beta-amylase 2
Phvul.002G032400		PTHR35291				
Phvul.002G032400		PTHR35291				
Phvul.002G222000	PF08031,PF01565	PTHR32448,PTHR32448:SF30	1.3.3.8		GO:0055114,GO:0050660,GO:0016491	FAD-binding Berberine family protein
Phvul.002G032800		PTHR11669,PTHR11669:SF25		K10756		ATPase family associated with various cellular activities (AAA) 
Phvul.002G118400	PF00560,PF13855	PTHR23155,PTHR23155:SF501			GO:0005515	plant intracellular ras group-related LRR 4
Phvul.002G118400	PF00560,PF13855	PTHR23155,PTHR23155:SF501			GO:0005515	plant intracellular ras group-related LRR 4
Phvul.002G224500		PTHR33728,PTHR33728:SF1				
Phvul.002G195000						
Phvul.002G100700	PF05742	PTHR17985,PTHR17985:SF13				Protein of unknown function (DUF833)
Phvul.002G057400	PF00551	PTHR10520,PTHR10520:SF7	3.5.1.10	K01433	GO:0016742,GO:0009058,GO:0008864,GO:0006189	Formyl transferase
Phvul.002G229200	PF01190	PTHR33470,PTHR33470:SF4				Pollen Ole e 1 allergen and extensin family protein
Phvul.002G182800	PF10213	PTHR13490		K17413		Ribosomal protein S24/S35, mitochondrial
Phvul.002G285100	PF13561	PTHR24322,PTHR24322:SF419	1.1.1.146			hydroxysteroid dehydrogenase 1
Phvul.002G285100	PF13561	PTHR24322,PTHR24322:SF419	1.1.1.146			hydroxysteroid dehydrogenase 2
Phvul.002G064100	PF03789,PF05920,PF03790,PF03791	PTHR11850,PTHR11850:SF101			GO:0003677,GO:0006355,GO:0005634	KNOTTED1-like homeobox gene 6
Phvul.002G064100	PF03789,PF05920,PF03790,PF03791	PTHR11850,PTHR11850:SF101			GO:0003677,GO:0006355,GO:0005634	KNOTTED1-like homeobox gene 6
Phvul.002G177300		PTHR15315,PTHR15315:SF35				RING/U-box superfamily protein
Phvul.002G316400	PF07891	PTHR10759,PTHR10759:SF6			GO:0006412,GO:0005840,GO:0005622,GO:0003735	Protein of unknown function (DUF1666)
Phvul.002G016700	PF00847	PTHR31729,PTHR31729:SF0		K09286	GO:0006355,GO:0003700	cooperatively regulated by ethylene and jasmonate 1
Phvul.002G277600	PF02493,PF01504	PTHR23086,PTHR23086:SF39	2.7.1.68	K00889	GO:0046488,GO:0016307	phosphatidylinositol-4-phosphate 5-kinase 1
Phvul.002G277600	PF02493,PF01504	PTHR23086,PTHR23086:SF39	2.7.1.68	K00889	GO:0046488,GO:0016307	phosphatidylinositol-4-phosphate 5-kinase 1
Phvul.002G277600	PF02493,PF01504	PTHR23086,PTHR23086:SF39	2.7.1.68		GO:0046488,GO:0016307	phosphatidylinositol-4-phosphate 5-kinase 1
Phvul.002G277600	PF02493,PF01504	PTHR23086,PTHR23086:SF39	2.7.1.68		GO:0046488,GO:0016307	phosphatidylinositol-4-phosphate 5-kinase 1
Phvul.002G277600	PF02493,PF01504	PTHR23086,PTHR23086:SF39	2.7.1.68		GO:0046488,GO:0016307	phosphatidylinositol-4-phosphate 5-kinase 1
Phvul.002G271000	PF00010	PTHR12565,PTHR12565:SF74			GO:0046983	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
Phvul.002G094600	PF00450	PTHR11802,PTHR11802:SF30	3.4.16.5		GO:0006508,GO:0004185	serine carboxypeptidase-like 50
Phvul.002G274200		PTHR34964,PTHR34964:SF3				Putative membrane lipoprotein
Phvul.002G185500	PF00856	PTHR12197,PTHR12197:SF138	2.1.1.43	K11426	GO:0005515	ASH1-related protein 2
Phvul.002G140200	PF13639	PTHR14155		K19041	GO:0008270,GO:0005515	RING/U-box superfamily protein
Phvul.002G239900	PF00190	PTHR31189,PTHR31189:SF0			GO:0045735	RmlC-like cupins superfamily protein
Phvul.002G239900	PF00190	PTHR31189,PTHR31189:SF0			GO:0045735	RmlC-like cupins superfamily protein
Phvul.002G324100	PF04640	PTHR31065,PTHR31065:SF15				PLATZ transcription factor family protein
Phvul.002G180600						
Phvul.002G232100		PTHR35274				
Phvul.002G292600	PF00249	PTHR10641,PTHR10641:SF667		K09422		myb domain protein 103
Phvul.002G078000	PF00415	PTHR22870,PTHR22870:SF190				Regulator of chromosome condensation (RCC1) family protein
Phvul.002G149400	PF03000	PTHR32370,PTHR32370:SF9				Phototropic-responsive NPH3 family protein
Phvul.002G236100	PF01788	PTHR34812,PTHR34812:SF2	1.10.3.9	K02711	GO:0016020,GO:0015979,GO:0009539,GO:0009523	photosystem II reaction center protein J
Phvul.002G133800		PTHR34196				
Phvul.002G133800		PTHR34196				
Phvul.002G246000	PF03004	PTHR33499,PTHR33499:SF1				
Phvul.002G198900	PF00076,PF14111	PTHR24012,PTHR24012:SF419			GO:0003676	
Phvul.002G203400	PF03998	PTHR12838		K14769	GO:0032040,GO:0006364	embryo sac development arrest 14
Phvul.002G089300	PF07714	PTHR27003,PTHR27003:SF43	2.7.11.1		GO:0006468,GO:0004672	Leucine-rich repeat protein kinase family protein
Phvul.002G150800	PF00155	PTHR11751,PTHR11751:SF373	2.3.2.2,2.6.1.4,2.6.1.2,2.6.1.44	K14272	GO:0030170,GO:0009058	alanine-2-oxoglutarate aminotransferase 2
Phvul.002G117500	PF13458,PF00497,PF00060	PTHR18966,PTHR18966:SF245		K05387	GO:0016020,GO:0004970	glutamate receptor 3.6
Phvul.002G117500	PF13458,PF00497,PF00060	PTHR18966,PTHR18966:SF245			GO:0016020,GO:0004970	glutamate receptor 3.6
Phvul.002G079300		PTHR35474,PTHR35474:SF2				short hypocotyl in white light1
Phvul.002G290904	PF11940	PTHR11533,PTHR11533:SF152	3.4.11.14	K01256	GO:0006508	Peptidase M1 family protein
Phvul.002G303200	PF15612,PF15614,PF02791	PTHR10390,PTHR10390:SF38				Homeodomain-like transcriptional regulator
Phvul.002G263900	PF00067	PTHR24298,PTHR24298:SF157			GO:0055114,GO:0020037,GO:0016705,GO:0005506	cytochrome P450, family 71, subfamily B, polypeptide 34
Phvul.002G217200	PF01595	PTHR12064,PTHR12064:SF30		K16302		CBS domain-containing protein with a domain of unknown function (DUF21)
Phvul.002G194600	PF00319	PTHR11945,PTHR11945:SF185			GO:0046983,GO:0003677	AGAMOUS-like 58
Phvul.002G026500	PF00179	PTHR24067,PTHR24067:SF123	6.3.2.19	K10579		RUB1 conjugating enzyme 1
Phvul.002G263000	PF13639	PTHR14155,PTHR14155:SF175		K16282	GO:0008270,GO:0005515	RING-H2 finger A2A
Phvul.002G200900		PTHR33306,PTHR33306:SF5				
Phvul.002G113000	PF01490	PTHR22950,PTHR22950:SF233				Transmembrane amino acid transporter family protein
Phvul.002G091900	PF13637,PF07714	PTHR23257,PTHR23257:SF366	2.7.12.1		GO:0006468,GO:0004672	VH1-interacting kinase
Phvul.002G091900	PF13637,PF07714	PTHR23257,PTHR23257:SF366	2.7.12.1		GO:0006468,GO:0004672	VH1-interacting kinase
Phvul.002G288400	PF12710,PF00403,PF00122	PTHR24093,PTHR24093:SF315	3.6.3.4,3.6.3.54	K17686	GO:0046872,GO:0030001,GO:0000166	heavy metal atpase 5
Phvul.002G177500	PF01762,PF00337	PTHR11214,PTHR11214:SF92	2.4.1.134		GO:0016020,GO:0008378,GO:0006486,GO:0030246	Galactosyltransferase family protein
Phvul.002G314900	PF00378	PTHR11941,PTHR11941:SF47	3.1.2.4	K05605	GO:0008152,GO:0003824	ATP-dependent caseinolytic (Clp) protease/crotonase family protein
Phvul.002G314900	PF16113	PTHR11941,PTHR11941:SF47	3.1.2.4			ATP-dependent caseinolytic (Clp) protease/crotonase family protein
Phvul.002G046100	PF00954,PF01453,PF00069	PTHR27002,PTHR27002:SF73	2.7.11.1		GO:0048544,GO:0006468,GO:0005524,GO:0004672	receptor-like protein kinase 1
Phvul.002G046100	PF00954,PF01453,PF00069	PTHR27002,PTHR27002:SF73	2.7.11.1		GO:0048544,GO:0006468,GO:0005524,GO:0004672	receptor-like protein kinase 1
Phvul.002G328904	PF00012	PTHR19375,PTHR19375:SF228		K09490		Heat shock protein 70 (Hsp 70) family protein
Phvul.002G294200	PF05496	PTHR23074,PTHR23074:SF90	3.6.1.3		GO:0009378,GO:0006310,GO:0006281	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Phvul.002G294200	PF05496	PTHR23074,PTHR23074:SF90	3.6.1.3		GO:0009378,GO:0006310,GO:0006281	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Phvul.002G327000		PTHR35690,PTHR35690:SF1				
Phvul.002G195800						
Phvul.002G213900	PF01926,PF02212,PF01031	PTHR11566,PTHR11566:SF75		K17065	GO:0005525,GO:0003924	dynamin-related protein 3A
Phvul.002G286000	PF03110	PTHR31251,PTHR31251:SF20			GO:0005634,GO:0003677	Squamosa promoter-binding protein-like (SBP domain) transcription factor family protein
Phvul.002G286000	PF03110	PTHR31251,PTHR31251:SF20			GO:0005634,GO:0003677	Squamosa promoter-binding protein-like (SBP domain) transcription factor family protein
Phvul.002G197900	PF13041	PTHR24015,PTHR24015:SF884				Pentatricopeptide repeat (PPR) superfamily protein
Phvul.002G064900		PTHR12242,PTHR12242:SF10				
Phvul.002G153500	PF04321	PTHR10366,PTHR10366:SF405	1.1.1.133	K12451		nucleotide-rhamnose synthase/epimerase-reductase
Phvul.002G324400	PF07651	PTHR22951,PTHR22951:SF22			GO:0005543	epsin N-terminal homology (ENTH) domain-containing protein / clathrin assembly protein-related
Phvul.002G242704						
Phvul.002G318700	PF04043	PTHR31080,PTHR31080:SF10	3.1.1.11		GO:0004857	Plant invertase/pectin methylesterase inhibitor superfamily protein
Phvul.002G027300						
Phvul.002G221700		PTHR37746,PTHR37746:SF1				
Phvul.002G320100	PF00221,PF03129,PF13393	PTHR11476,PTHR11476:SF7	6.1.1.21	K01892	GO:0005737	Class II aaRS and biotin synthetases superfamily protein
Phvul.002G156600	PF08263,PF07714	PTHR27000,PTHR27000:SF133	2.7.11.1		GO:0006468,GO:0004672	Leucine-rich repeat protein kinase family protein
Phvul.002G249900	PF03807,PF14833	PTHR22981,PTHR22981:SF54	1.1.1.60		GO:0051287	6-phosphogluconate dehydrogenase family protein
Phvul.002G015400	PF08477	PTHR11711,PTHR11711:SF184		K07937	GO:0007264,GO:0005525	ADP-ribosylation factor A1E
Phvul.002G142200	PF05859	PTHR14527			GO:0007067,GO:0007049,GO:0005634,GO:0000775	minichromosome instability 12 (mis12)-like
Phvul.002G142200	PF05859	PTHR14527			GO:0007067,GO:0007049,GO:0005634,GO:0000775	minichromosome instability 12 (mis12)-like
Phvul.002G142200	PF05859	PTHR14527			GO:0007067,GO:0007049,GO:0005634,GO:0000775	minichromosome instability 12 (mis12)-like
Phvul.002G025100	PF00067	PTHR24298,PTHR24298:SF178	1.14.13.121		GO:0055114,GO:0020037,GO:0016705,GO:0005506	cytochrome P450, family 71, subfamily B, polypeptide 34
Phvul.002G240700	PF07939	PTHR31865,PTHR31865:SF7				
Phvul.002G182400						zinc finger protein 4
